County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Party,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Party,Uncommitted.Percent of Votes
Howard,Texas,209,Republican,5.5,191,Democrat,34.7,0,Republican,0,0,Republican,0,1084,Republican,28.5,350,Democrat,63.5,0,Republican,0,65,Republican,1.7,477,Republican,12.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1822,Republican,48,0,,0,0,,0
Glenburn,Maine,0,Republican,0,6,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,3,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Phelps,Nebraska,0,Republican,0,42,Democrat,56,0,Republican,0,0,Republican,0,963,Republican,61.3,33,Democrat,44,0,Republican,0,165,Republican,10.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,308,Republican,19.6,0,,0,0,,0
Surry,North Carolina,0,Republican,0,2204,Democrat,44,0,Republican,0,0,Republican,0,4213,Republican,44.3,2380,Democrat,47.5,0,Republican,0,765,Republican,8,468,Republican,4.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3850,Republican,40.5,0,,0,0,,0
Des Moines,Iowa,212,Republican,9.8,1066,Democrat,53.3,17,Republican,0.8,35,Republican,1.6,659,Republican,30.4,933,Democrat,46.7,19,Republican,0.9,20,Republican,0.9,451,Republican,20.8,0,Democrat,0,31,Republican,1.4,99,Republican,4.6,6,Republican,0.3,613,Republican,28.3,0,,0,0,,0
St. Francis,Maine,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Casey,Kentucky,0,Republican,0,182,Democrat,44,0,Republican,0,0,Republican,0,1029,Republican,53.3,210,Democrat,50.7,0,Republican,0,190,Republican,9.8,175,Republican,9.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,508,Republican,26.3,0,,0,0,,0
District 28,North Dakota,0,Republican,0,4,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,2,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Montgomery,Pennsylvania,0,Republican,0,51913,Democrat,40.7,0,Republican,0,0,Republican,0,51444,Republican,48.3,75333,Democrat,59,0,Republican,0,31228,Republican,29.3,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,21395,Republican,20.1,0,,0,0,,0
Princeton,Maine,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
North Branford,Connecticut,0,Republican,0,496,Democrat,48.7,0,Republican,0,0,Republican,0,729,Republican,69.3,502,Democrat,49.3,0,Republican,0,175,Republican,16.6,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,124,Republican,11.8,0,,0,0,,0
Collingsworth,Texas,61,Republican,10.7,24,Democrat,39.3,0,Republican,0,0,Republican,0,153,Republican,26.9,36,Democrat,59,0,Republican,0,9,Republican,1.6,66,Republican,11.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,266,Republican,46.7,0,,0,0,,0
Vanderburgh,Indiana,0,Republican,0,9132,Democrat,54.3,0,Republican,0,0,Republican,0,14544,Republican,54.7,7679,Democrat,45.7,0,Republican,0,2168,Republican,8.2,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,9289,Republican,35,0,,0,0,,0
Hamilton,Nebraska,0,Republican,0,44,Democrat,65.7,0,Republican,0,0,Republican,0,1030,Republican,54.3,23,Democrat,34.3,0,Republican,0,206,Republican,10.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,492,Republican,25.9,0,,0,0,,0
Waterford,Vermont,14,Republican,7.7,197,Democrat,90.4,0,Republican,0,0,Republican,0,46,Republican,25.4,21,Democrat,9.6,0,Republican,0,47,Republican,26,51,Republican,28.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,18,Republican,9.9,0,,0,0,,0
Atkinson,Georgia,45,Republican,4.8,49,Democrat,19.4,0,Republican,0,0,Republican,0,619,Republican,65.9,201,Democrat,79.8,0,Republican,0,14,Republican,1.5,73,Republican,7.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,183,Republican,19.5,0,,0,0,,0
Stow,Massachusetts,26,Republican,2.4,844,Democrat,48.8,0,Republican,0,0,Republican,0,377,Republican,35.5,878,Democrat,50.7,0,Republican,0,298,Republican,28,233,Republican,21.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,104,Republican,9.8,3,,0.2,0,,0
Monroe,Indiana,0,Republican,0,15166,Democrat,65.3,0,Republican,0,0,Republican,0,7259,Republican,48.9,8063,Democrat,34.7,0,Republican,0,1683,Republican,11.3,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,5505,Republican,37.1,0,,0,0,,0
Robbinston,Maine,0,Republican,0,2,Democrat,100,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Hiram,Maine,0,Republican,0,2,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Oldham,Texas,46,Republican,8,4,Democrat,25,0,Republican,0,0,Republican,0,119,Republican,20.6,11,Democrat,68.8,0,Republican,0,16,Republican,2.8,59,Republican,10.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,317,Republican,54.9,0,,0,0,,0
Clarksburg,Massachusetts,5,Republican,3.9,140,Democrat,52,0,Republican,0,0,Republican,0,59,Republican,46.1,125,Democrat,46.5,0,Republican,0,19,Republican,14.8,29,Republican,22.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,11,Republican,8.6,3,,1.1,0,,0
Lafayette,Louisiana,0,Republican,0,3523,Democrat,35.5,0,Republican,0,0,Republican,0,7171,Republican,40.7,5920,Democrat,59.7,0,Republican,0,1234,Republican,7,2141,Republican,12.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6680,Republican,37.9,0,,0,0,,0
DeKalb,Alabama,1285,Republican,9.8,667,Democrat,32.3,0,Republican,0,0,Republican,0,6247,Republican,47.6,1297,Democrat,62.9,0,Republican,0,325,Republican,2.5,2837,Republican,21.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,2153,Republican,16.4,0,,0,0,,0
Moore,Texas,140,Republican,5.6,81,Democrat,32.5,0,Republican,0,0,Republican,0,593,Republican,23.6,149,Democrat,59.8,0,Republican,0,40,Republican,1.6,267,Republican,10.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1282,Republican,51,0,,0,0,,0
Miami,Ohio,0,Republican,0,2706,Democrat,45.6,0,Republican,0,0,Republican,0,10848,Republican,40.7,3155,Democrat,53.2,0,Republican,0,11050,Republican,41.5,588,Republican,2.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3664,Republican,13.7,0,,0,0,,0
